brand,product_name,mention_count,avg_score,score_std,score_distribution,top_strengths,top_weaknesses,target_audience,trigger_count,triggers,ad_count
네이밍,네이밍 제로 그래비티 커버 업 쿠션 ,5,3.2,0.84,2점:1건 / 3점:2건 / 4점:2건,"예쁜 피부 표현(1), 좋은 지속력(1), 커버력 레이어링 가능(1)","지속력 아쉬움(1), 얇게 바르면 날아감(1)","커버력 중시 지성(1), 건성(1), 복합성(1), 붉은기 많은 피부(1), 고커버 선호(1)",4,"적당한 두께감으로 바르지 않거나, 모공 있는 곳을 얇게 밀어 채우듯이 바르지 않거나, 코 옆 부분에 파우더 처리를 꼼꼼하게 안 하면 예쁘게 표현되기 어려울 수 있어요. ||| 아마 예상컨데 이 제품이 저한테 찰떡인 것 같다고 말씀해 주시는 분들이 꽤 계실 것 같은데, 그 이유가 있다면 아마 컬러 때문일 거예요. 제가 노란기가 많은 피부인데, 노란기가 많이 없는 분들이라면 이 컬러가 너무 노랗게 느껴지실 수도 있어요. ||| 먼저 피부가 비칠 정도로 얇게 싹싹 밀듯이 바르지 않거나, 그 위에 다시 얇게 쏙쏙 얹듯이 바르지 않으면 쿠션이 예쁘게 표현되기 어려울 수 있어요. ||| 근데 유의할 건, 막 바르면 모공이랑 요철이 부각되는 느낌이 좀 있어요. 많은 양을 한 번에 바르지 않고 조금씩 찍어서 펴 바르지 않으면 이런 현상이 나타날 수 있어요.",0
비디비치,비디비치 누드 퍼펙션 스킨 핏 쿠션,5,3.6,1.14,2점:1건 / 3점:1건 / 4점:2건 / 5점:1건,"얇게 발림(2), 아이보리 빛 상아빛(1), 화사해 보임(1)","파우더리한 질감과 궁합 안 좋음(1), 다크닝 살짝 있음(1)","화사하면서 자연스러운 21호를 원하는 사람(1), 극건성 (세미 매트 표현)(1), 지성 (광채 표현)(1), 물광(1), 촉촉(1)",5,"이 쿠션은 바를 때 두껍지 않게, 그리고 부분부분만 파우더 처리해서 발라야 예쁘게 표현될 텐데, 이대로 바르지 않으면 생각만큼 예쁘게 느껴지지 않을 수도 있겠다 싶어요.|||만약 모공이 많은 분들이라면, 이 스킨 핏 쿠션이 만족스럽지 않을 수도 있겠다 싶어요.|||개인적으로는 수부지나 지성분들이 쓴다면 밀착력이 조금 떨어진다고 느낄 수도 있겠다 싶어요.",0
바닐라코,바닐라코 커버리셔스 얼티밋 화이트 쿠션,5,3.6,1.67,1점:1건 / 3점:1건 / 4점:1건 / 5점:2건,"커버력 높음(1), 픽싱력 좋음(1), 잘 안 지워짐(1)","건조함(1), 다크닝 심함(1)","커버력 높은 쿠션을 찾는 지성 피부(1), 김이나 잡티 커버 원하는 사람(1), 얇고 깨끗한 피부 표현 선호(1), 수부지(1), 지성(1)",5,"피부가 많이 건조하시거나 다크닝을 못 참는 분들은 테스트해 보시는 게 좋을 것 같아요. ||| 쿠션이 두껍다고 느껴질 수 있는데, 바르는 방법에 따라 다르게 느껴질 수도 있어요. ||| 저는 워낙에 가벼운 글로우파를 선호하고 편한 걸 중요하게 생각하다 보니, 이런 무게감 있는 제형에 익숙하지 않아요. 게다가 피부가 얇은 분들은 답답함이 더 잘 느껴질 수도 있을 것 같아요. ||| 수부지 피부는 살짝 건조할 수도 있어요. ||| 건성이나 수부지 건조한 피부는 겨울에 바르면 좀 건조하다고 느껴질 수도 있잖아요. 아무래도 세미 매트 제형이다 보니까요.",1
힌스,힌스 세컨 스킨 글로우 쿠션,4,4.0,0.82,3점:1건 / 4점:2건 / 5점:1건,"화사한 컬러(1), 좋은 커버력(1), 좋은 지속력(1)","양 조절 필수(1), 코 옆 아주 미세한 건조함(1)","지성(2), 수부지(1), 사계절(1), 광 부담 없이 깔끔한 피부 표현 선호(1), 모공(1)",3,"21호 쿨톤 분들은 컬러가 좀 아쉬울 수도 있을 것 같아요.|||요즘 선호하는 피부 표현은 아닐 것 같아요. 연령대가 있거나 커버할 부분이 많은 분들이 더 선호할 수도 있을 것 같아요.|||단점이 있는데, 메쉬망이라 오래 사용하면 제형이 쓸수록 마르고 안 좋아지는 경향이 있어요. 처음엔 잘 쓰다가도 수정 화장 중에 베이스가 뜯기는 순간이 올 수 있어서 리필을 좀 빨리 교체해야 할 수도 있겠더라고요.",0
자빈드서울,자빈드서울 윙크 쿠션,4,4.5,0.58,4점:2건 / 5점:2건,"얇게 발림(2), 다크닝 없음(1), 매끈한 피부 표현(1)","낮은 커버력(1), 레이어링 어려움(1)","매트하지만 두껍지 않은 표현 선호(1), 자연스러운 피부 표현 선호(1), 지복합성(1), 세미매트 선호(1), 똥손(1)",3,"나는 매트한 게 좋은데 답답하거나 두꺼운 느낌은 싫다 하시면, 이 쿠션은 좀 고려해 봐야 할 것 같아요. ||| 구매할 당시에는 날씨가 좀 더웠던 터라 자연스러운 컬러를 선택했거든요. 근데 긴팔을 입으니까 피부 톤이 너무 자연스러워서 그런지 뭔가 조금 아쉬운 느낌이 들어요. 이 컬러는 한 톤 정도 올려서 선택하는 게 좋을 것 같아요. ||| 아, 근데 얘가 조금 예민하다고 제가 생각이 드는 게 뭐냐면, 스킨케어를 좀 타더라고요. 기초를 좀 대충 바르거나 유분이 많은 걸 바르거나, 스킨케어를 갑자기 뭔가 테스트하고 싶어서 바꿨다 그러면은, 들뜸이 진짜 빠르게 올라오고요, 아, 다크닝도 빠르게 올라오는 거예요.",0
아누아,아누아 결 쿠션,4,4.25,0.5,4점:3건 / 5점:1건,"촉촉한 글로우 표현(1), 쫀쫀한 퍼프(1), 끼임 없는 밀착력(1)","양 조절 필수(1), 모공/잡티 커버력 아쉬움(1)","건성(1), 가을(1), 겨울(1), 촉촉하고 편안한 피부 표현 선호(1), 화사하게 밝아지는 베이스 선호(1)",3,"기존 세미매트 쿠션이 안 맞았거나 글로우함을 즐기는 분들은 좋아할 것 같긴 한데, 지속력이 관건이겠네요. ||| 속들뜸이 미세하게 있을 수 있어서 극건성 피부는 기초를 확실히 해 줘야 예쁘게 유지될 것 같아요. ||| 21호 기준으로 차분한 표현을 좋아하는 분들은, 2호가 반 톤 정도 밝아 화사하게 느껴질 수 있고요, 2.5호는 얼룩덜룩한 피부를 맑게 정돈해 주는 정도라 기대한 효과와 다를 수도 있을 것 같아요.",0
에스쁘아,에스쁘아 비글로우 볼륨 쿠션,4,3.75,1.26,2점:1건 / 4점:2건 / 5점:1건,"자연스러운 볼륨감(1), 데일리 결 표현(1), 균일하고 안정적인 윤광(1)","낮은 커버력(2), 코 옆 붉은기 커버 약함(1)","자연스러운 컬러(1), 광 베이스 선호(1), 가벼운 세미글로우 선호(1), 광 균일(1), 볼륨감 있는 피부 표현 선호(1)",3,다만 모공 커버나 커버력을 중요하게 생각하신다면 컨실러 같이 병행하셔야 돼요. ||| 커버할 게 많은 분들은 조금 불만족스러울 수도 있어요. ||| 다크닝을 생각하면 한 톤 올려서 선택하시는 거 추천드려요.,0
프레시안,프레시안 펩타세럼 쿠션,4,4.0,0.82,3점:1건 / 4점:2건 / 5점:1건,"퍼프와 제형의 미친 궁합(1), 산뜻한 수분 세럼 제형(1), 수정 화장 시 압도적 깔끔함(1)","레몬 향이 다소 진함(1), 시간이 지나면 눈가 잔주름 끼임 발생(1)","투명하고 산뜻한 글로우 표현 선호자(1), 에스쁘아 비네추럴 쿠션 팬층(1), 쫀쫀한 피부 표현 선호(1), 모공 커버 중요(1), 여름~가을(1)",3,"다크닝을 크게 걱정할 필요는 없는 쿠션이긴 하지만, 다크닝이 좀 왔다 싶은 날은 반 톤 정도 어두워지기도 하더라고요. ||| 특히 요 프레시안 쿠션은 오일 성분만 9가지가 넘어서 그런가, 개봉하자마자 메쉬망 위에 오일이 떠 있는 게 보이더라고요. 꼭 잘 섞어주고 사용해야 할 것 같아요.",0
토니모리,토니모리 스킨톤 픽싱커버쿠션,4,4.5,0.58,4점:2건 / 5점:2건,"모공/요철 커버 상(1), 블러 필터 효과(1), 밀착력 좋음(1)","잡티 커버 중하(1), 금손 필요(1)","요철(2), 모공(1), 블랙헤드 고민(1), 지성(1), 복합성(1)",1,건성 피부라면 약간 건조하거나 뜬다고 느낄 수도 있을 것 같아요. ||| 그리고 이것도 무기자차라서 완전 트러블성 피부이신 분들은 모공 같은 부분은 주의하셔야 할 것 같아요.,0
티르티르,티르티르 마스크 핏 AI 필터 쿠션,3,3.67,0.58,3점:1건 / 4점:2건,"내추럴한 컬러(1), 컬러 존재감 강함(1), 미친 커버력(1)","두껍게 바르면 노란 빛이 많이 돌 수 있음(1), 케이스가 매우 크고 무거워 들고 다니기 불편(1)","내추럴한 표현 선호(1), 옐로우빛 선호 (단(1), 양 조절 필요)(1), 가릴 것 많은 지성 피부(1), 컨실러 생략 선호(1)",2,"나는 티르티르 제형이 좋아서 이걸 쓰고 싶은데 하시는 분들은, 호수를 좀 더 밝은 컬러로 선택하거나 쿨 톤을 조금 넣어 본다든가 하는 식으로 호수를 좀 바꿔 보시면 좋을 거예요. ||| 개인적으로 진짜 가릴 거 많은 지성 피부에게 좋은 쿠션인데, '아, 나 21호 쓰니까 21호로 사야지' 했다가 처박아 두시는 분들을 좀 많이 봐서 안타깝더라고요. 미리 아셨으면 얼마나 좋았을까.",0
네이밍,네이밍 레이어드 핏 쿠션,3,3.0,1.0,2점:1건 / 3점:1건 / 4점:1건,"깔끔한 세팅광(1), 도자기 결 표현(1), 화사한 핑크 아이보리 컬러(1)","아주 촉촉하게 발리는 타입은 아님(1), 수정 시 꼼꼼히 펴 발라야 함(1)","깔끔한 세팅광(1), 도자기 결 표현(1), 화사한 핑크 아이보리 컬러 선호(1), 수부지 (리뷰어는 건성인데도 무너짐 빠름)(1), 수부지(1)",3,"극건성 피부는 수정할 때 살짝만 조심하면 될 것 같아요. 큰 단점 없이 무난하게 잘 맞을 타입이긴 할 거예요.
|||
수부지 피부에 적합한 제품이라고 해서 한번 써 볼까 했는데요, 지성 피부인 분들은 이걸 어떻게 감당하실지 좀 걱정이 들더라고요.
|||
커버력은 약해서 전체적으로 컨실러를 사용해 주는 게 좋지만, 전반적으로 괜찮은 쿠션이라 주위에서도 정착한 분들이 많을 정도예요.",0
에이프릴스킨,에이프릴스킨 히어로쿠션,3,3.33,0.58,3점:2건 / 4점:1건,"커버력 좋음(2), 다크닝 거의 없음(1), 유분기 잘 잡아줌(1)","건성/속건조 피부에 당김(1), 모공/요철 커버 부족(1)","학생(2), 지성 피부(1), 다크닝 싫어하는 사람(1), 기미(1), 잡티 커버 원하는 사람(1)",3,"건성 피부이시거나 모공이 넓고 패인 흉터가 있어서 이 부분을 메우는 형태로 커버하고 싶으시다면, 조금 더 고민해 보시는 게 좋을 것 같아요. ||| 화면에서는 피부가 좋아 보일지 모르겠지만, 솜털에 엄청 잘 끼는 느낌이 들었어요.",0
오휘,오휘 얼티밋 커버 데니어 쿠션,3,4.67,0.58,4점:1건 / 5점:2건,"휘뚜루마뚜루 사용 가능(1), 피부 컨디션 상관없이 잘 먹음(1), 다크닝 없음(1)","컬러가 밝게 나옴(1), 특징이 무난함 (뾰족한 한 방이 없음)(1)","매일 쿠션 바르는 사람(1), 피부 컨디션 상관없이 무난하게 사용하고 싶은 사람(1), 은은한 광 선호(1), 밀착력 선호(1), 속건조(1)",1,"만약 딱 하나만 사야 한다면, 이 쿠션을 진짜 강조드려요.",0
