video_id,brand_name,product_name,recommendation_score,reason_for_selection,target_audience,key_strengths,critical_weaknesses,comparison_evidence,trigger_sentence,is_ad,sold_at_oliveyoung,status,source_title,source_channel
6wudQKJMJRA,정샘물,정샘물 에센셜 스킨 누더 쿠션,4,시청자 요청으로 비디비치와 빅매치,바르기 쉽고 빠르게 메이크업하며 피부 표현에 신경 쓴 효과를 원하는 분,"바르기 쉽고 빠른 메이크업, 커버력/지속력/피부 표현 크게 신경 안 써도 예쁨, 요철 커버 좋음","퍼프 세척 시 수명 짧아짐, 제형이 두껍게 올라간 듯한 느낌을 줄 수 있음","어바웃톤처럼 촉촉하나 에센스 같은 느낌은 아님, 어바웃톤보다 밀착 속도 빠름, 어바웃톤보다 요철 커버 좋음, 3제품 중 촉촉함/광채 표현 중간",정세물 쿠션 같은 경우에는 커버력 지속력 피부 표현을 뭐 크게 신경 쓰지 않아도 예쁘게 발리는 쿠션이거든요. 그래서이 영상을 보고 계시는 분들 중에서 혹시 정세물 쿠션 찐팬이거나 정세물 쿠션 정말 오랫동안 써 와서 다른 쿠션 좀 써 보고 싶은데요 하시는 분들은 조금만 더 정샘물 쿠션 쓰시기를 추천드릴게요. 왜냐면 그런 분들이 비디비치 쿠션을 썼을 때는 뭔가 그 커버력 좋고 피부에 붙어 있는 그 힘 좋은 느낌이 좀 피부가 답답한데라고 느끼실 수가 있고요. 어버 쿠션을 쓰면은 밀착력이 살짝 아쉬운데라고 느끼면서 정세물 쿠션으로 다시 돌아갈 것 같거든요.,Y,Y,정상,🔥요청폭발🔥 어바웃톤 워터레이어핏 vs 비디비치 블랙커버핏 vs 정샘물 에센셜스킨누더 (ft. 헤라 블랙쿠션)‼️ 쿠션 반반 비교 리뷰,몌 myerry
wFGfRq8pdV8,어바웃톤,어바웃톤 워터 레이어핏 쿠션,1,궁금한 요즘 신상으로 선정,"건성, 모공 요철 없는 피부, 수분 위주 스킨케어 선호","촉촉함 (건성에게), 화사한 컬러감 (#19)","각질/피지 부각, 낮은 커버력","어바웃톤 스킨핏 쿠션과 비교 (피지 흡착 파우더 유무, 보습 성분 차이)",건조한 환경에서는 매트해지고 유분기 있을 땐 번들거리고 그래서 이 쿠션 바르실 때 스킨케어는 수분 위주로 좀 깔끔하게 해주시면 무너짐도 훨씬 덜하고 깨끗하게 유지가 될 거예요,Y,Y,정상,가을 쿠션 바꿔볼까?🤔 어바웃톤 워터 레이어핏 쿠션 vs 비디비치 블랙 커버핏 쿠션 그리고 궁금한 요즘신상! [cc],담쓰 Dams Beauty
wFGfRq8pdV8,비디비치,비디비치 블랙 퍼펙션 커버 핏 쿠션,4,궁금한 요즘 신상으로 선정,"지복합성, 높은 커버력 선호, 세미매트 선호","높은 커버력, 좋은 지속력, 모공/각질 부각 없음",밝은 피부톤에 어두울 수 있음,"어바웃톤 워터 레이어 핏 쿠션, 헤라 블랙 쿠션, 어바웃톤 스킨핏 쿠션과 비교",없음,Y,Y,정상,가을 쿠션 바꿔볼까?🤔 어바웃톤 워터 레이어핏 쿠션 vs 비디비치 블랙 커버핏 쿠션 그리고 궁금한 요즘신상! [cc],담쓰 Dams Beauty
GehB0AULzS4,파넬,파넬 시카마누 세럼쿠션,4,촉촉하고 피부가 편한 겨울 쿠션 선정,"건성, 겨울철, 촉촉한 마감 선호, 트러블로 피부 예민한 사람","피부 편안한 수분감, 얇고 밀착력 좋게 발림, 진정 성분 함유","완전한 결점 커버는 아님, 코 옆/모공 부분 살짝 번들거림","글로우 치고는 매우 우수한 편, 글로우 치고는 우수하지만 살짝 있는 편",대신 한 겹 발랐을 때는 진짜 내 피부인데 조금 더 좋아 보이는 그 정도 느낌이고 두 겹랐을 때 커버력이 높아지긴 하지만 완전히 결점을 싹 가려 주는 느낌의 쿠션은 아니야.,N,Y,정상,광고❌ 겨울 쿠션 최강자는? 커버력 · 지속력 대결 TOP 3 (다이소· 올리브영· 백화점),스칼렛 언니
GehB0AULzS4,헤라,헤라 블랙 쿠션 ,4,커버력과 지속력이 중요한 겨울 쿠션 선정,"높은 커버력과 지속력 선호, 매끈한 마감 선호","매끈하고 강력한 커버, 팔자 주름 끼임 가장 적음, 무너짐 예쁨","가격대가 가장 높음, 처음 바를 때 두께감이 도톰함","오늘 소개한 제품 통틀어서 헤라가 백화점 출신 브랜드다 보니까 가격대가 가장 높아., 이번에 테스트했던 쿠션 통틀어서 팔자 주름 끼임도 가장 적었어.",내가 느끼기 헤라 쿠션은 세미매트에서 매트의 사이 너무 적적 갈라지진 않지만 그렇다고 살짝 윤광해 두는 그런 세미트는 아닌 정도.,N,Y,정상,광고❌ 겨울 쿠션 최강자는? 커버력 · 지속력 대결 TOP 3 (다이소· 올리브영· 백화점),스칼렛 언니
GehB0AULzS4,VDL,VDL 커버스테인 퍼펙팅 쿠션,4,얇고 자연스러운 커버를 선호하는 겨울 쿠션 선정,"얇고 자연스러운 커버 선호, 마스크 착용 잦거나 얼굴 만지는 습관 있는 사람","초슬림 밀착 커버, 덜 묻어남, 무너짐 예쁨, 피부가 좋아 보이는 착시 현상",얇게 발리다 보니 처음부터 커버력이 높지 않음,"가장 적게 묻어나는 건 두께감이 가장 얇았던 VDL이었어., 내가 3년 넘게 사용하고 있는데 무어함이 가장 적어서 가장 부담없이 자주 손이 가는 쿠션이야., 내가 써 봤던 쿠션들 중에서 피부가 쩍적 갈라지지 않으면서 가장 덜 묻어나는 쿠션이었어.",얇게 발리다 보니까 처음부터 커버력이 높지는 않아. 하지만 두 번 레이어링 했을 때 깔끔하게 발리면서 커버력이 두 배로 올라가.,N,Y,정상,광고❌ 겨울 쿠션 최강자는? 커버력 · 지속력 대결 TOP 3 (다이소· 올리브영· 백화점),스칼렛 언니
GehB0AULzS4,정샘물,정샘물 에센셜 스킨 누더 쿠션,3,오랜 기간 베스트 자리를 이어오는 스테디 쿠션으로 선정,촉촉하고 얇게 발리는 것을 선호하는 사람,"촉촉함, 얇게 발림",커버력이 높아지는 데 한계가 있음,"파넬 정색물이 촉촉하면서 얇게 발리는 편이었고, 정샘물은 수면감 있게 올라가는 느낌이다 보니까 커버력이 높아지는 데에는 한계가 있었어.",정샘물은 수면감 있게 올라가는 느낌이다 보니까 커버력이 높아지는 데에는 한계가 있었어.,N,Y,정상,광고❌ 겨울 쿠션 최강자는? 커버력 · 지속력 대결 TOP 3 (다이소· 올리브영· 백화점),스칼렛 언니
,,,,,,,,,,,,,,
GehB0AULzS4,"어바웃톤어바웃톤 쿠션3최근 화제성 있는 신흥 강자 브랜드 3종 중 하나로 선정되어 집중 테스트 진행유분기 컨트롤이 필요한 피부, 매트한 마무리 선호자세미매트한 제형임에도 얇게 한 겹 밀착되는 느낌테스트 7종 중 수분감이 가장 낮아 건조한 환경에서 각질 부각 위험 있음7종 제품 중 수분감 순위가 가장 낮음 (가장 매트함)""픽싱된 후에 피부에서 느껴지는 수분감을 기준으로 촉촉했던 순서대로 나열해 볼게. ... 어바웃톤 순서였어.""",,,,,,,,,N,Y,정상,광고❌ 겨울 쿠션 최강자는? 커버력 · 지속력 대결 TOP 3 (다이소· 올리브영· 백화점),스칼렛 언니
157GVbwZ9cU,클리오,클리오 킬커버 메쉬 글로우 에센셜 쿠션,4,"1년 동안 잘 쓴 올영템, 수부지가 사랑하는 글로우 쿠션","수부지, 유분 터지는 지성 피부 제외, 촉촉한 마감 선호","커버력, 지속력, 촉촉하고 예쁜 피부 표현","킬커버 라인 대비 커버력 떨어짐, 유분 터지는 지성 피부 비추",킬커버 라인이랑 비교를 한다고 하면은 커버력이 떨어지지만 글로우 쿠션 중에서는 진짜 너무 괜찮고,얇게 레이어링을 하면 할수록 피부가 되게 예쁜 쿠션이어 가지고 유분 터지는 지성 피부 아닌 이상은 진짜 웬만하면 다 좋아하실 거예요.,N,Y,정상,"진짜가 왔다! 올영세일 끝판왕 12월♥️ 1년 동안 최고 잘 쓴 존좋템 15개 모아옴. 랭킹 1등템 부터 숨겨놨던 신상 꿀템들까지! (색조,트러",최모나choimona
mZVYtxx1x9U,어바웃톤,어바웃톤 워터 레이어핏 쿠션,2,어바웃톤의 신상 가을/겨울 글로우 쿠션 출시,"모공 많은 복합성/수부지, 화려한 광 선호. 요철/각질 많은 피부 비추","밀착력, 모공 커버, 좋은 커버력","요철 부각, 각질 부각","기존 스킨 레이어픽 쿠션과 컬러, 퍼프, 패키지 비교",글로우 쿠션에 바라는 점이 촉촉한 보습 요런 느낌이셨던 분들은 이 어버톤 워터레이어픽 쿠션에 조금 실망을 하실 것 같고요. 대신 아 나 글로우 쿠션 특유에 얹어지듯 올라가면서 밀착력 떨어지는 거 너무 싫어. 그리고 나는 수부지 지성이라 글로우 쿠션 특유에 유분감이 싫어하셨던 분들 있죠. 그런 분들은 굉장히 잘 쓸 거 같아요.,N,Y,정상,광고❌ 세상에 없던 제형? 어바웃톤 워터 레이어핏 쿠션 4K 리뷰✍🏻 ( 이런 피부 추천👍🏻 이런 피부 비추천👎🏻ㅣ제형 & 지속력ㅣ컬러 선택 팁,오션 OCEAN
jozbEZL5Slc,비디비치,비디비치 누드 퍼펙션 스킨 핏 쿠션,3,댓글 요청으로 비디비치 쿠션 리뷰,"피부 결 예쁘게 표현 선호, 적당한 광 선호","피부 결 예쁘게 표현, 적당한 광감, 얇게 발림","케이스 분리, 모공 커버 아쉬움","커버핏보다 얇게 발리고 덜 매트함, 시간 지나면 더 건조해 보임",사실 요런 거는 취향 차이기 때문에 저와는 다르게 모공이 많지 않다 하시는 분들은 이 스킨빛도 꽤 만족하면 사용 가능할 것 같다는 생각이 들고,N,Y,정상,"(광고❌) 카즈하 쿠션이요?👀 비디비치 블랙 퍼펙션 커버 핏 & 누드 퍼펙션 스킨 핏 쿠션 반반 리뷰 l 쿠션 추천, 지성 쿠션, 환절기 쿠션,",유알비 UareB
jozbEZL5Slc,비디비치,비디비치 블랙 퍼펙션 커버 핏 쿠션,4,댓글 요청으로 비디비치 쿠션 리뷰,"모공 커버, 커버력 중요시, 지성 피부","뛰어난 모공 커버력, 다크닝 없음, 시간 지나도 예쁜 무너짐","코 옆부분 까짐, 수정 시 두꺼워짐","스킨핏보다 커버력, 모공 커버력 우수, 더 매트함, 시간 지나도 예쁜 무너짐",저는 개인적으로 손톱으로 긁어 주면 여기 재형 낄 것 같은 그런 두꺼운 느낌 아니면 그래도 수정할 수 있는 쿠션이다라고 생각을 하거든요.,N,Y,정상,"(광고❌) 카즈하 쿠션이요?👀 비디비치 블랙 퍼펙션 커버 핏 & 누드 퍼펙션 스킨 핏 쿠션 반반 리뷰 l 쿠션 추천, 지성 쿠션, 환절기 쿠션,",유알비 UareB
uGdZ2P3pLdw,VDL,VDL 커버스테인 퍼펙팅 쿠션,5,댓글 요청으로 써봄,"지성 여드름 피부, 커버력 좋고 육각형 쿠션 찾는 지성 피부","커버력 좋음, 모공 커버 잘 됨, 지속력 좋음",없음,"VDL 파운데이션보다 좋음, 어바웃톤 워터 쿠션보다 지속력 좋음",없음,N,Y,정상,광고❌ 겨울 지성피부 쿠션 6종 비교&추천🔥 [수부지/지속력/여드름피부/여드름커버/올영쿠션/올영세일] | 조말랭,조말랭Jomalraeng
uGdZ2P3pLdw,어바웃톤,어바웃톤 워터 레이어핏 쿠션,1,요청이 많아서 써봄,건성,퍼프 좋음,"요철/페인 흉터 부각 심함, 뭉침/기름기/다크닝",어바웃톤 기존 쿠션이 지성에게 더 좋음,관감이 굵으면 피부가 엄청 좋은 사람 아닌 이상 요철 부각이 좀 생긴단 말이에요.,N,Y,정상,광고❌ 겨울 지성피부 쿠션 6종 비교&추천🔥 [수부지/지속력/여드름피부/여드름커버/올영쿠션/올영세일] | 조말랭,조말랭Jomalraeng
uGdZ2P3pLdw,정샘물,정샘물 에센셜 스킨 누더 롱웨어 쿠션,3,기존 정샘물 쿠션이 지성에게 안 맞아 테스트,"파우더 없이 쿠션 바르고 싶은 지성, 기름기 많은 지성 (여름에 더 적합)","모공 커버 잘 됨, 파우더리한 마무리감, 지속력 좋음","각질 부각 있음, 겨울에 건조함",정샘물 에센셜 스킨 누더 쿠션(기존)보다 지성에게 적합,그래도 일단은 추천하지만 수부지들은 건조할 거예요.,N,Y,정상,광고❌ 겨울 지성피부 쿠션 6종 비교&추천🔥 [수부지/지속력/여드름피부/여드름커버/올영쿠션/올영세일] | 조말랭,조말랭Jomalraeng
uGdZ2P3pLdw,파넬,파넬 시카마누 세럼쿠션,4,파넬 라인 중 지성에게 좋은 것 질문이 많아서,지성 (너무 건조하지도 촉촉하지도 않은 중간 광감 선호),"세럼 바른듯한 광, 겨울에 파우더 없이 사용 가능, 니즈에 부합",없음,"파넬 매트/하이글로우 라인보다 좋음, 해브 블루 쿠션보다 커버력 좋음",그러면은 파넬 살까요? 해브 블루 살까요?,N,Y,정상,광고❌ 겨울 지성피부 쿠션 6종 비교&추천🔥 [수부지/지속력/여드름피부/여드름커버/올영쿠션/올영세일] | 조말랭,조말랭Jomalraeng
uGdZ2P3pLdw,헤브블루,헤브블루 메이크업 프로 엑토인 트리 세미매트 핏 쿠션,4,"광고로 만났으나, 테스트 후 좋아서 추천","피부 예민/여드름 피부, 예민 민감성, 가벼운 피부 표현 선호","순함, 여드름 피부에 잘 맞음, 자극 없음, 앰플 광, 무너짐/요철/다크닝 없음",커버력 낮음 (컨실러 필수),"파넬 시카마누와 비슷, 파넬보다 촉촉하고 물광 느낌, 파넬보다 커버력 낮음",그러면은 파넬 살까요? 해브 블루 살까요?,Y,Y,정상,광고❌ 겨울 지성피부 쿠션 6종 비교&추천🔥 [수부지/지속력/여드름피부/여드름커버/올영쿠션/올영세일] | 조말랭,조말랭Jomalraeng
uGdZ2P3pLdw,라네즈,라네즈 네오 쿠션 뮤이,4,"광고로 만났으나, 좋아서 추천","수부지 지성, 안 무너지는 지성용 쿠션, 피부 표현 예쁘면서 안 무너지는 것 선호","얇고 촉촉하게 발리지만 매트하게 픽싱, 각질/모공/요철 부각 없음, 찍힘 없음, 속광이 돔","건성 못 쓸 정도로 당김, 한 번 무너지면 확 까지는 느낌","정샘물만큼 건조하진 않음, 정샘물보다 덜 파우더리함",근데 안 무너지지만 피오피 예뻤으면 좋겠어 하시는 분들한테 딱인 것 같아요.,Y,Y,정상,광고❌ 겨울 지성피부 쿠션 6종 비교&추천🔥 [수부지/지속력/여드름피부/여드름커버/올영쿠션/올영세일] | 조말랭,조말랭Jomalraeng
2I0Lk5tiTNg,아누아,아누아 결 쿠션,4,기존 리뷰 제품의 새로운 쿨톤 컬러(1.5호) 테스트,"화사하게 밝아지는 베이스 선호, 속수분광 선호, 중성 복합성 피부","깔끔한 결 표현, 화사한 속수분광, 얇게 발리면서 커버력 상승","볼 외곽 찍힘, 먼지/머리카락 잘 붙음, 팔자 끼임, 건조 부위 속들뜸",안아와도 쿨링이 있었는데 얘는 그중에서도 수분감이 조금 더 있어서 피부에 착 퍼지는 느낌이 더 부드러웠어요. 광 도는 정도는 비슷한데 안아는 화사하게 맑아지는 속 수분광 어바우토는 자연스럽게 매끈하게 정리되는 광이에요.,속들뜸은 미세하게 있어서 급근성 피부는 기초를 확실히 해 줘야 예쁘게 유지될 거 같아요.,N,Y,정상,"(광고❌)실패 말고 쿠션 건지셔야죠🔥 이 영상 보고 겨울 쿠션 해결해드림💡12월 올리브영 세일 쿠션 팩폭 비교 리뷰(지속력, 다크닝, 수정화장,",민베리 Minberry
2I0Lk5tiTNg,어바웃톤,어바웃톤 워터 레이어핏 쿠션,3,기존 스킨 레이어 픽 쿠션의 워터라인 쿨톤 컬러 리뷰,"자연스러운 컬러 베이스 선호, 정갈하게 정돈된 매끈광 선호, 중성 복합성","자연스러운 톤업, 고르게 퍼지는 매끈광, 붉은기 커버","시간 지나면 속건조 심함, 나비존/코쪽 갈라짐/속들뜸, 코 옆 미세한 뭉침",기존 스킨 레이어피 쿠션이랑 똑같은 디자인인데 이번 워터라인은 컬러만 블루로 바뀐 버전이에요. 스킨 레이어피 쿠션보다 사용감이 더 편했어요. 아노아랑 광 흐름이 비슷하긴 한데 느낌은 좀 달라요.,대신 극건성 속건 조심한 건성 수부지 피부는 겉에 광이 들어보야 좋아 보이지만 속을 자세히 보면 건조함이 느껴지실 수도 있어요.,N,Y,정상,"(광고❌)실패 말고 쿠션 건지셔야죠🔥 이 영상 보고 겨울 쿠션 해결해드림💡12월 올리브영 세일 쿠션 팩폭 비교 리뷰(지속력, 다크닝, 수정화장,",민베리 Minberry
2I0Lk5tiTNg,파넬,파넬 시카마누 세럼쿠션,3,홀리데이 컨셉으로 바뀐 디자인과 쿨톤 아이보리 컬러 리뷰,"가볍고 쿨톤 아이보리 컬러 선호, 자연스러운 속광 선호, 본연의 피부결 살리는 광 선호","가벼운 발림성, 예쁜 쿨톤 아이보리 컬러, 자연스러운 속광","낮은 커버력, 시간 지나면 속건조/들뜸, 다크닝",파넬보다 살짝 옐로우빛이 돌아서 더 데일리한 뉴트럴 컬러 느낌이에요. 광표는 비슷하게 세미글로인데 파넬은 쿨톤 아이보린 느낌으로 좀 더 화사하고 밝게 올라오고요.,건성 수부지는 처음에는 괜찮은데 시간 지나면 속건조가 느껴질 수 있어서 기초를 꼼꼼히 하시는 걸 추천드리고요.,N,Y,정상,"(광고❌)실패 말고 쿠션 건지셔야죠🔥 이 영상 보고 겨울 쿠션 해결해드림💡12월 올리브영 세일 쿠션 팩폭 비교 리뷰(지속력, 다크닝, 수정화장,",민베리 Minberry
2I0Lk5tiTNg,에스쁘아,에스쁘아 비글로우 볼륨 쿠션,4,자연스러운 볼륨감과 데일리 결 표현을 위한 쿠션 리뷰,"자연스러운 컬러/광 베이스 선호, 가벼운 세미글로우 선호, 광 균일/볼륨감 있는 피부 표현 선호","자연스러운 볼륨감, 데일리 결 표현, 균일하고 안정적인 윤광","낮은 커버력, 코 옆 붉은기 커버 약함, 코/코 옆 지워짐",파넬보다 살짝 옐로우빛이 돌아서 더 데일리한 뉴트럴 컬러 느낌이에요. 밝기 자체도 파넬보다 조금 더 자연스럽고 은은하게 톤 정리가 돼서 원쿨 모두 무난하게 쓸 수 있는 컬러감이에요.,다만 모공 커버나 커버력을 중요하게 생각하신다면 컨실러 같이 병행하셔야 돼요.,N,Y,정상,"(광고❌)실패 말고 쿠션 건지셔야죠🔥 이 영상 보고 겨울 쿠션 해결해드림💡12월 올리브영 세일 쿠션 팩폭 비교 리뷰(지속력, 다크닝, 수정화장,",민베리 Minberry
2I0Lk5tiTNg,정샘물,정샘물 에센셜 스킨 누더 쿠션,5,쿨톤 베이스(페어 핑크) 컬러 리뷰,"자연스러운 컬러, 고급진 윤광, 높은 커버력 선호","높은 커버력, 고급진 윤광, 뛰어난 모공 커버, 긴 지속력",양 조절 안 하면 두껍게 발릴 수 있음,정수물이 정갈한 윤강이라면 네이밍은 조금 더 보자기처럼 깨끗한 세팅광 느낌이에요. 정수물이랑 비슷하게 지속력이 좋았어요.,다만 양 조절 안 하면 두껍게 발릴 수 있으니까 옆에 팔레트에 덜어서 발라 주세요.,N,Y,정상,"(광고❌)실패 말고 쿠션 건지셔야죠🔥 이 영상 보고 겨울 쿠션 해결해드림💡12월 올리브영 세일 쿠션 팩폭 비교 리뷰(지속력, 다크닝, 수정화장,",민베리 Minberry
2I0Lk5tiTNg,네이밍,네이밍 레이어드 핏 쿠션,4,핑크 베이스 컬러(21P) 리뷰,"깔끔한 세팅광, 도자기 결 표현, 화사한 핑크 아이보리 컬러 선호","깔끔한 세팅광, 도자기 결 표현, 화사한 핑크 아이보리 컬러, 뛰어난 요철 커버, 다크닝 거의 없음","아주 촉촉하게 발리는 타입은 아님, 수정 시 꼼꼼히 펴 발라야 함",정수물이 정갈한 윤강이라면 네이밍은 조금 더 보자기처럼 깨끗한 세팅광 느낌이에요. 정수물이랑 비슷하게 지속력이 좋았어요.,극건성만 수정할 때 살짝만 조심하면 되고 큰 단점 없이 무난하게 잘 맞을 타입이에요.,N,Y,정상,"(광고❌)실패 말고 쿠션 건지셔야죠🔥 이 영상 보고 겨울 쿠션 해결해드림💡12월 올리브영 세일 쿠션 팩폭 비교 리뷰(지속력, 다크닝, 수정화장,",민베리 Minberry
2I0Lk5tiTNg,힌스,힌스 세컨 스킨 글로우 쿠션,4,평균 이상 커버력과 안정적인 지속력의 세미매트 쿠션 리뷰,"광 부담 없이 깔끔한 피부 표현 선호, 모공/요철 정리 중요, 데일리 세미매트 베이스 선호","평균 이상 커버력, 매끈한 피부결 (블러 처리), 안정적인 지속력, 모공/요철 정리","양 조절 필수, 코 옆 아주 미세한 건조함",흰술은 처음 바를 때부터 속강이 살짝 돌고 시간이 지나면 세미트로 깔끔하게 정리되면서 피부결을 매끈하게 만들어 주고 커버력도 중에서 중상까지 잘 올라가는게 장점이에요.,개인적으로 이 느낌 그대로 21호 라인에 쿨톤 버전 컬러가 나왔으면 진짜 좋을 거 같아요.,N,Y,정상,"(광고❌)실패 말고 쿠션 건지셔야죠🔥 이 영상 보고 겨울 쿠션 해결해드림💡12월 올리브영 세일 쿠션 팩폭 비교 리뷰(지속력, 다크닝, 수정화장,",민베리 Minberry
2I0Lk5tiTNg,VDL,VDL 커버스테인 퍼펙팅 쿠션,4,얇고 가벼운 세틴 세미매트 표현과 화사한 쿨톤 아이보리 컬러 리뷰,"얇고 가벼운 세틴 세미매트 표현 선호, 결 깔끔/화사한 베이스 선호, 밝고 맑은 피부 표현 선호","얇고 가벼운 세틴 세미매트 표현, 매끈한 피부결, 화사한 핑크빛 아이보리 컬러, 요철 커버","낮은 커버력, 밀어서 바르면 들뜸, 코/나비존 건조함, 수정 시 뭉침 가능성",VDL은 흰스보다 훨씬 얇고 가볍게 올라가는 세틴 세븐매트 표현이 장점이고 속은 은은하게 빛나면서 같은 세틴처럼 깔끔하게 정리되고요.,밀어서 바르면 뭉치기 때문에 두드려서 꼼꼼히 퍼트리는게 좋고요. 코에픈 차라리 지우고 다시 바르는게 더 깔끔하더라고요.,N,Y,정상,"(광고❌)실패 말고 쿠션 건지셔야죠🔥 이 영상 보고 겨울 쿠션 해결해드림💡12월 올리브영 세일 쿠션 팩폭 비교 리뷰(지속력, 다크닝, 수정화장,",민베리 Minberry
kTxKgnJQIpQ,투슬래시포,투슬래시포 엔젤릭 새틴 쿠션,4,이사배님 직접 만든 쿠션이라 궁금해서,"건성, 수부지, 중성, 얇고 투명한 베이스 선호","얇고 자연스러운 밀착, 은은한 속광, 건강한 피부 표현","퍼프 자국 남음, 커버력 중하, 붉은기 커버 부족",없음,다만 붉은기 커버가 꼭 필요하신 분들한테는 살짝 부족하게 느껴질 수 있어요.,N,Y,정상,(All 내돈내산🍀) 신상 쿠션‼️ 뭐 살지 고민이라면? 피부타입별 찰떡템 골라드림🔥｜수부지/지성/건성별 추천정리 | 9월 올영세일 쿠션 추천,민베리 Minberry
kTxKgnJQIpQ,어뮤즈,어뮤즈 에어리 포어 커버 쿠션,4,어뮤즈 신상 쿠션이라 궁금해서,"지성, 복합성, 홍조/붉은기 커버 필요, 웜톤 피부","홍조/붉은기 커버력, 모공 커버, 깔끔한 지속력","노란기 강한 컬러, 건성/수부지 코 들뜸 가능성",투슬레시퍼 쿠션보다 살짝 두께감은 있었지만 양을 줄이면 얇게도 충분히 연출 가능했어요. 투솔레스폰는 얇고 투명한 피부 표현에 지속력은 아쉽지만 수정으로 좋은 쿠션이고요. 어묘주은 처음 발린 그대로 오래 깔끔하게 유지되는 쿠션이라고 보시면 됩니다.,대신 건성이나 수부지는 수정을 막 자주 한다거나 스킨케어 컨디션에 따라서 들 뜨거나 건조할 수 있어서 주의가 필요해요.,N,Y,정상,(All 내돈내산🍀) 신상 쿠션‼️ 뭐 살지 고민이라면? 피부타입별 찰떡템 골라드림🔥｜수부지/지성/건성별 추천정리 | 9월 올영세일 쿠션 추천,민베리 Minberry
kTxKgnJQIpQ,힌스,힌스 커버 마스터 핑크 쿠션,4,신상 쿠션이라 궁금해서,"웜톤 피부, 붉은기 커버 필요, 자연스러운 윤광 선호, 복합성","촉촉한 제형, 평균 이상 커버력, 자연스러운 윤광 표현","옐로우 톤 강함, 밀착력 아쉬움, 다크닝",흰스 쿠션은 부드러우면서도 자연스러운 연관과 평균 이상 커버력의 장점이라 데일리로 무난하게 쓰기 좋았어요. 반면 바닐라 쿠쿠션은 커버력은 약하지만 피부 위에 물광을 덮은 듯 강한 광체 표현이 특징이라 겨울철 건성 피부에 더 잘 맞을 것 같고요. 두 제품 다 촉촉한 제형이지만 흰는 커버 균형형 바닐라코는 광체 특화 쿠션으로 보시면 될 거 같아요.,건성 피부는 기초를 꼼꼼히 해 주신다면 세미 매트와 세미 글로사이로 예쁘게 표현이 되고요. 지성 피부는 파우더 트리를 살짝 더해 주면 안정적으로 유지됐어요. 투부지 피부는 코 부분이 좀 들뜰 수 있어서 조금 신경 써서 발라 주셔야 되고요.,N,Y,정상,(All 내돈내산🍀) 신상 쿠션‼️ 뭐 살지 고민이라면? 피부타입별 찰떡템 골라드림🔥｜수부지/지성/건성별 추천정리 | 9월 올영세일 쿠션 추천,민베리 Minberry
kTxKgnJQIpQ,바닐라코,바닐라코 에센스 스킨 듀 쿠션,3,"오랜만에 나온 신상, 감용제라 기대, 올리브영 입점","가을/겨울철 건성 피부, 강한 물광/윤광 표현 선호","얇고 촉촉한 발림, 물광/스팀 피부 표현, 자연스러운 뉴트럴 아이보리 컬러","밀착력 약함, 커버력 낮음, 묻어남",전체적으로 지베르니 듀이 글래시 쿠션 있잖아요. 걔랑 비슷했는데 그거보다 과이 더 번쩍이란는 편현이었어요. 흰스 쿠션은 부드러우면서도 자연스러운 연관과 평균 이상 커버력의 장점이라 데일리로 무난하게 쓰기 좋았어요. 반면 바닐라 쿠쿠션은 커버력은 약하지만 피부 위에 물광을 덮은 듯 강한 광체 표현이 특징이라 겨울철 건성 피부에 더 잘 맞을 것 같고요. 두 제품 다 촉촉한 제형이지만 흰는 커버 균형형 바닐라코는 광체 특화 쿠션으로 보시면 될 거 같아요.,근데 공음을 보니까 애초에 재형을 찍을 때 매시망을 문질러서 퍼프에서 블렌딩해 준 뒤 그걸 두드려 발라 주는게 예쁘더라고요. 그래서 휘두마트 바르기는 쉽지 않았고 약간의 기술이 필요한 쿠션이었어요.,N,Y,정상,(All 내돈내산🍀) 신상 쿠션‼️ 뭐 살지 고민이라면? 피부타입별 찰떡템 골라드림🔥｜수부지/지성/건성별 추천정리 | 9월 올영세일 쿠션 추천,민베리 Minberry
kTxKgnJQIpQ,더샘,더샘 스킨 퍼펙션 글루타치온 토닝 쿠션,3,리뷰가 좋아서 개인적으로 궁금해서,"건강하게 빛나는 윤광 피부 표현 선호, 건성, 복합성","예쁜 윤광 피부 표현, 적당한 수분감, 무난한 커버력","밀착력 아쉬움, 다크닝, 지성 피부 비추천","더셈이 확실히 대놓고 광이 돌았다면 하늘은 속강이 잘 뿜어져 나온듯한 수분강으로 정돈된 피부 표현이에요. 둘이 비교하자면 더 구조는 바르자마자 확실히 대놓고 윤광이 확 올라오는 타입이라 화사하고 반짝이는 피부편을 원하신다면 잘 맞아요. 반면 파늘 쿠션은 속에서 차오른 됐단한 수분강의 특징이라 더 깔끔하고 정돈된 피부 표현을 보여줘요. 커버르은 파늘이 덧셈보다 살짝 더 좋은 편이고 광책 강도는 덧셈이 더 강했어요. 피부 타입에 따라 강한 윤강을 원해지면 더셈, 은은한 수분강을 원하지면 파넬을 추천드려요.",복합성 피부는 유분이 많이 올라온 부분만 파우더 처리하시면 예쁘게 쓰실 수 있고요.,N,Y,정상,(All 내돈내산🍀) 신상 쿠션‼️ 뭐 살지 고민이라면? 피부타입별 찰떡템 골라드림🔥｜수부지/지성/건성별 추천정리 | 9월 올영세일 쿠션 추천,민베리 Minberry
